title,content,source_file,run_id,segment_id,confidence_score,needs_attention
Lithuanian,"Region: Baltic States (Lithuania) / Global Diaspora (U.S., U.K., Ireland)
Language(s): Lithuanian, Russian, Polish, English (PGLS Supported: Lithuanian)
Overview: Lithuanian identity is grounded in Baltic pagan roots, Catholic tradition, and pride in linguistic preservation.
Family & Social Structure: Nuclear families typical. Respect for elders and family roles remains strong.
Communication Style: Reserved and formal with outsiders; more relaxed with family.
Etiquette & Customs: Punctuality, modest dress, and formal greetings expected. Offering food/drink to guests is standard.
Beliefs & Worldview: Roman Catholicism predominant. Nature-based customs persist in cultural festivals.
Health & Mental Health Considerations: Generational stigma around mental health. Greater openness among youth.
Gender Roles & Sensitivities: Traditional roles among older generations; urban communities increasingly egalitarian.
Interpreter/Service Notes: Respect privacy and formality. Clarify emotional and psychological terms carefully.

📘 Culture Entry: Macedonian",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,e4b83bbc-66c8-4fc3-93ba-36e1722c29a1,medium,True
Macedonian,"Region: Southeast Europe (North Macedonia) / Diaspora in Australia, U.S., and Canada
Language(s): Macedonian, Albanian, Serbian, English (PGLS Supported: Macedonian)
Overview: Influenced by Slavic, Ottoman, and Balkan traditions, Macedonian culture values community, hospitality, and national identity.
Family & Social Structure: Multigenerational households common. Elders hold significant authority.
Communication Style: Direct but respectful; warmth conveyed through nonverbal gestures and shared meals.
Etiquette & Customs: Guests honored with food and drink. Religion and regional pride are often part of conversation.
Beliefs & Worldview: Orthodox Christianity is predominant; Muslim Albanian minority present.
Health & Mental Health Considerations: Emotional topics may be avoided or downplayed. Spiritual leaders may be consulted.
Gender Roles & Sensitivities: Traditional family roles respected; younger generations increasingly egalitarian.
Interpreter/Service Notes: Clarify dialect/regional origin. Use warm tone and explain sensitive services carefully.

📘 Culture Entry: Malagasy",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,b0d5fe51-863a-460f-92ff-6c2b9263b5e1,medium,True
Malagasy,"Region: Madagascar / Diaspora in France, Canada
Language(s): Malagasy, French (PGLS Supported: Malagasy)
Overview: Malagasy culture blends African, Austronesian, and French colonial influences. Community, ancestry, and nature are cultural pillars.
Family & Social Structure: Kinship networks are extensive. Ancestor veneration shapes social conduct.
Communication Style: Indirect and respectful. Elders and spiritual leaders are not contradicted publicly.
Etiquette & Customs: Formal greetings. Use of both hands in offering items. Taboos (fady) vary by region.
Beliefs & Worldview: Traditional animist practices coexist with Christianity. Ancestors considered active in daily life.
Health & Mental Health Considerations: Herbal healing and spiritual causes of illness considered. Mental health often seen through spiritual lens.
Gender Roles & Sensitivities: Roles are complementary; women play central spiritual and domestic roles.
Interpreter/Service Notes: Avoid dismissing taboos. Clarify medical and emotional concepts sensitively. Gender-matching helpful.
📘 Culture Entry: Malay",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,fafdd654-b892-4382-be7c-b85532097424,medium,True
Malay,"Region: Southeast Asia (Malaysia, Brunei, Indonesia, Singapore) / Diaspora globally
Language(s): Malay (Bahasa Melayu), English, Tamil (PGLS Supported: Malay)
Overview: Malay culture is shaped by Islamic tradition, royal customs, and multiethnic coexistence. Respect, community, and religious values are core.
Family & Social Structure: Extended families respected; male leadership common. Community elders play guiding roles.
Communication Style: Indirect and respectful; harmony preserved through avoidance of open conflict.
Etiquette & Customs: Use right hand for giving. Modest attire expected. Elders greeted first.
Beliefs & Worldview: Islam predominant; religion shapes daily life, law, and public behavior.
Health & Mental Health Considerations: Mental illness may be interpreted spiritually. Herbal and faith-based healing used.
Gender Roles & Sensitivities: Distinct gender expectations; modesty and religious observance guide roles.
Interpreter/Service Notes: Gender-matching highly recommended. Speak with respectful tone and explain sensitive topics carefully.

📘 Culture Entry: Mandinka",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,e0202220-923c-4d0b-8460-c4cd3ae53b9e,medium,True
Mandinka,"Region: West Africa (Mali, The Gambia, Guinea, Senegal) / U.S. and U.K. Diaspora
Language(s): Mandinka, French, English (PGLS Supported: Mandinka)
Overview: Descended from the Mali Empire, Mandinka culture is known for oral storytelling (griots), Islamic practice, and strong lineage pride.
Family & Social Structure: Clan and extended family networks with elder male authority.
Communication Style: Polite, measured, and respectful. Praise and proverb common.
Etiquette & Customs: Greeting rituals are formal. Hospitality essential. Elders highly respected.
Beliefs & Worldview: Predominantly Sunni Muslim with local spiritual traditions intertwined.
Health & Mental Health Considerations: Illness may be seen as imbalance or spiritual consequence. Faith healing common.
Gender Roles & Sensitivities: Gender roles are defined; men often speak on behalf of families in formal settings.
Interpreter/Service Notes: Match gender when possible. Be culturally sensitive to hierarchy and tradition.

📘 Culture Entry: Marathi",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,4e450672-f6d5-456b-8b6c-249dc70a6f05,medium,True
Marathi,"Region: South Asia (Maharashtra, India) / Diaspora in U.K., Canada, U.S.
Language(s): Marathi, Hindi, English (PGLS Supported: Marathi)
Overview: Marathi culture reflects Hindu tradition, Maratha history, and literary pride. Education and civility are highly valued.
Family & Social Structure: Joint families common. Respect for elders and clear social roles emphasized.
Communication Style: Respectful and formal with outsiders; lively and open within family.
Etiquette & Customs: Namaste or touching feet of elders. Food customs and festival observance very important.
Beliefs & Worldview: Hinduism dominant; also Buddhist, Muslim, Christian minorities. Karma and duty are guiding values.
Health & Mental Health Considerations: Mental illness may carry stigma. Family may seek spiritual advice or delay formal care.
Gender Roles & Sensitivities: Traditional roles respected; modern urban populations show greater gender parity.
Interpreter/Service Notes: Clarify formal vs. informal language. Match gender when possible. Explain abstract medical/emotional terms gently.

📘 Culture Entry: Marshallese",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,69878f15-91d4-4b19-adba-f5198b999b41,medium,True
Marshallese,"Region: Micronesia (Marshall Islands) / U.S. Diaspora (Arkansas, Hawaii, Washington)
Language(s): Marshallese, English (PGLS Supported)
Overview: Deeply communal island culture rooted in oral tradition, land identity, and kinship ties. U.S. migration is common due to Compact of Free Association (COFA).
Family & Social Structure: Matrilineal clans; extended families are core to identity. Elders and women often guide family decisions.
Communication Style: Indirect with outsiders; more expressive with kin. Respectful tone is culturally essential.
Etiquette & Customs: Hospitality and gift-giving are important; avoid direct refusal or criticism.
Beliefs & Worldview: Christianity is widely practiced, often blended with traditional spirituality.
Health & Mental Health Considerations: High chronic illness rates (e.g., diabetes, radiation-related issues). May underreport emotional stress.
Gender Roles & Sensitivities: Women hold property rights via matrilineal line. Gender roles are respected.
Interpreter/Service Notes: Explain legal/medical context with clarity. Be sensitive to trust-building. Consider family involvement in care.

📘 Culture Entry: Maya (Yucatec)
Maya (Yucatec)
Region: Mexico (Yucatán), Belize, Guatemala / U.S. Diaspora
Language(s): Yucatec Maya, Spanish (PGLS Supported)
Overview: Maya identity is tied to ancient heritage, land, and community rituals. Many speak Yucatec Maya at home and Spanish in public.
Family & Social Structure: Intergenerational households common. Deep respect for elders and collective decision-making.
Communication Style: Reserved and respectful. Speech may include ritual/formal phrasing.
Etiquette & Customs: Humility is valued. Community gatherings and ceremonies mark major life events.
Beliefs & Worldview: Traditional cosmology coexists with Catholicism. Ancestor and nature spirits are honored.
Health & Mental Health Considerations: Herbal and spiritual healing common. Illness may be viewed as imbalance or fate.
Gender Roles & Sensitivities: Gender roles traditional, but evolving. Public roles often held by men; women central in domestic and spiritual domains.
Interpreter/Service Notes: Clarify language preference (Yucatec Maya vs. Spanish). Avoid rushing direct questions; respect ceremonial tone.
📘 Culture Entry: Mongolian",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,c2f6e49e-2a25-4f84-95f3-5272054ea27b,medium,True
Mongolian,"Region: East/Central Asia (Mongolia, Inner Mongolia – China) / Diaspora in South Korea, U.S., Europe
Language(s): Mongolian (Khalkha dialect), Russian, Chinese (PGLS Supported: Mongolian)
Overview: Nomadic traditions, Buddhism, and reverence for nature define Mongolian culture. Genghis Khan legacy is a national source of pride.
Family & Social Structure: Extended families often live together or travel together. Elders highly respected.
Communication Style: Calm, reserved, and indirect. Avoids public confrontation.
Etiquette & Customs: Always accept with right hand. Hats off indoors. Hospitality to guests is non-negotiable.
Beliefs & Worldview: Tibetan Buddhism dominant; shamanic traditions remain active, especially in rural areas.
Health & Mental Health Considerations: Herbal and spiritual healing respected. Mental illness not widely discussed, especially in older generations.
Gender Roles & Sensitivities: Roles traditionally defined, but evolving in urban settings. Women often manage finances and domestic decisions.
Interpreter/Service Notes: Use gentle tone. Clarify Western systems. Be respectful of modesty and silence.

📘 Culture Entry: Nepali (Expanded)
Nepali (Expanded)
Region: South Asia (Nepal) / U.S., U.K., Australia, India Diaspora
Language(s): Nepali, English, Hindi, regional dialects (PGLS Supported: Nepali)
Overview: Nepali culture is diverse and shaped by Hindu and Buddhist traditions, ethnic groups, and Himalayan geography.
Family & Social Structure: Joint family structures are common. Respect and care for elders is expected.
Communication Style: Polite and indirect; tone is usually subdued.
Etiquette & Customs: Shoes removed indoors. Religious icons treated with respect. “Namaste” with palms pressed is the standard greeting.
Beliefs & Worldview: Hinduism and Buddhism dominate. Concepts of karma, dharma, and ritual purity are important.
Health & Mental Health Considerations: Stigma toward mental illness persists. Ayurveda and spiritual practices may be preferred.
Gender Roles & Sensitivities: Traditional roles observed, though shifting in urban areas. Women may defer in public forums.
Interpreter/Service Notes: Gender-matching encouraged. Clarify legal/medical authority gently. Defer to family hierarchy in shared decision-making.

📘 Culture Entry: Oromo (Expanded)
Oromo (Expanded)
Region: East Africa (Ethiopia, Kenya) / Global Diaspora
Language(s): Oromo (Afaan Oromoo), Amharic, English (PGLS Supported: Oromo)
Overview: The Oromo are the largest ethnic group in Ethiopia, known for the Gadaa system, pastoralist history, and resistance to cultural suppression.
Family & Social Structure: Clan-based society with strong male leadership and elder reverence.
Communication Style: Respectful and rhythmic; oral traditions include poetry and song.
Etiquette & Customs: Hospitality is sacred. Elders greeted first. Offer items with the right hand.
Beliefs & Worldview: Islam, Christianity, and Waaqeffanna (traditional Oromo belief) all coexist.
Health & Mental Health Considerations: Spiritual framing common. Trauma or illness may be interpreted as imbalance with nature or spirit.
Gender Roles & Sensitivities: Traditional male leadership structure. Women's roles central to household and social cohesion.
Interpreter/Service Notes: Confirm dialect. Use formal tone. Avoid direct questions about ethnic tensions or trauma unless trust is established.

📘 Culture Entry: Nepali",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,59d95dfb-4b4d-4b54-8783-8e6c203ff887,medium,True
Nepali,"Region: South Asia (Nepal) / U.S. & Global Diaspora
Language(s): Nepali (PGLS Supported), Hindi, English
Overview: Nepali culture blends Hindu, Buddhist, and Indigenous influences, with deep roots in community life and spirituality.
Family & Social Structure: Joint family systems common; respect for elders and hierarchical relationships is strong.
Communication Style: Indirect and deferential, especially in formal or cross-generational settings.
Etiquette & Customs: Hands in prayer gesture (“Namaste”) for greeting; avoid touching the head or stepping over others.
Beliefs & Worldview: Hinduism and Buddhism coexist. Caste dynamics, karma, and ritual purity may influence views.
Health & Mental Health Considerations: Health seen through spiritual, herbal, and medical lenses. Mental health stigma may delay care.
Gender Roles & Sensitivities: Gender roles are traditional but shifting; privacy respected in sensitive discussions.
Interpreter/Service Notes: Avoid rushing responses. Gender-matching is often helpful. Be sensitive to caste-related disclosures.

📘 Culture Entry: Oromo",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,fc933d04-9bfb-43a0-beff-b1fe8fb85f93,medium,True
Oromo,"Region: East Africa (Ethiopia, Kenya) / U.S. Diaspora
Language(s): Oromo (Afaan Oromoo), Amharic, English (PGLS Supported)
Overview: Oromo are Ethiopia’s largest ethnic group with a rich oral tradition, clan systems, and Gadaa democracy heritage.
Family & Social Structure: Patriarchal, clan-structured; elders make communal decisions. Family loyalty is strong.
Communication Style: Direct in tone but culturally respectful; storytelling used to convey values.
Etiquette & Customs: Hospitality and food-sharing are symbolic. Islamic or Christian customs may guide behavior.
Beliefs & Worldview: Mix of Islam, Christianity, and traditional faith (Waaqeffanna). Justice and fairness are core values.
Health & Mental Health Considerations: May hesitate to disclose psychological symptoms. Spiritual and herbal healing sometimes preferred.
Gender Roles & Sensitivities: Male-led public roles; women central in domestic influence.
Interpreter/Service Notes: Confirm dialect. Use clear phrasing for legal/medical concepts. Explain confidentiality protocols carefully.

📘 Culture Entry: Pashto",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,3277bb18-ec4d-4050-9401-ca9e48290bf3,medium,True
Pashto,"Region: South-Central Asia (Afghanistan, Pakistan) / Diaspora in U.S., UAE, UK
Language(s): Pashto (PGLS Supported), Dari, Urdu, English
Overview: Pashtun culture is shaped by tribal honor code (Pashtunwali), Islam, and resilience through decades of conflict.
Family & Social Structure: Large extended families, male-dominated authority. Tribal loyalty and lineage define social role.
Communication Style: Polite but proud; indirect with strangers, assertive with kin.
Etiquette & Customs: Greeting involves right hand over heart. Hospitality is a duty. Women may avoid eye contact.
Beliefs & Worldview: Sunni Islam is central; martyrdom, prayer, and honor guide choices.
Health & Mental Health Considerations: Mental illness may be stigmatized or framed as spiritual issue. Trauma exposure common.
Gender Roles & Sensitivities: Strict gender separation may be expected. Women may not speak freely in public settings.
Interpreter/Service Notes: Gender-matching critical. Respect Pashtunwali norms. Use discretion with sensitive questions.
📘 Culture Entry: Punjabi",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,4c5f9ef2-861f-4a3e-9fb8-592977d41a6d,medium,True
Punjabi,"Region: South Asia (India — Punjab, Pakistan — Punjab) / Global Diaspora
Language(s): Punjabi (Gurmukhi and Shahmukhi scripts), English, Hindi, Urdu (PGLS Supported)
Overview: Punjabi culture is vibrant and expressive, known for music, dance, food, and strong religious and family values.
Family & Social Structure: Extended families are common. Respect for parents and elders is emphasized.
Communication Style: Direct and emotional with family; polite and formal with outsiders. Humor and storytelling are frequent.
Etiquette & Customs: Hospitality is a virtue. Public displays of affection are generally avoided. Religious observance may affect greetings and appearance.
Beliefs & Worldview: Sikhism, Hinduism, and Islam are practiced across regions. Religion often influences dress and dietary practices.
Health & Mental Health Considerations: May consult traditional healers or religious figures. Mental health topics may be kept within family.
Gender Roles & Sensitivities: Gender expectations may be traditional. Women increasingly occupy public leadership roles.
Interpreter/Service Notes: Clarify dialect/script. Respect religious symbols (e.g., turban). Gender-matching may be appreciated.
📘 Culture Entry: Pashto (Expanded)
Pashto (Expanded)
Region: South-Central Asia (Afghanistan, Pakistan) / Global Diaspora
Language(s): Pashto, Dari, Urdu, English (PGLS Supported: Pashto)
Overview: Pashtun identity is anchored in Pashtunwali (tribal honor code), Islam, and deep resilience shaped by war and displacement.
Family & Social Structure: Extended patriarchal families. Male elders are central to household and tribal decisions.
Communication Style: Respectful, formal, and emotionally reserved with strangers; expressive among kin.
Etiquette & Customs: Hand over heart greeting. Gender separation observed in public and private settings.
Beliefs & Worldview: Islam is central; martyrdom, modesty, and prayer structure social life.
Health & Mental Health Considerations: Trauma common. Mental illness may be seen as spiritual struggle or not disclosed.
Gender Roles & Sensitivities: Very traditional. Women may avoid eye contact or discussion in mixed settings.
Interpreter/Service Notes: Gender-matching essential. Allow indirect responses. Respect Pashtunwali norms and confidentiality.

📘 Culture Entry: Polish",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,e681998b-2ca9-46e9-bbc4-b9d4cce27518,medium,True
Polish,"Region: Central Europe (Poland) / Global Diaspora (U.S., U.K., Canada, Australia)
Language(s): Polish, English (PGLS Supported: Polish)
Overview: Polish identity emphasizes family, Catholic faith, national history, and resilience through foreign occupation and war.
Family & Social Structure: Multi-generational households common. Respect for elders and parental roles emphasized.
Communication Style: Polite and formal initially; expressive with familiarity.
Etiquette & Customs: Handshakes standard. Hospitality offered through food and drink. Church holidays deeply respected.
Beliefs & Worldview: Roman Catholicism is central; religious observance often entwined with cultural identity.
Health & Mental Health Considerations: Generational stigma toward mental illness remains. Younger Poles more open to therapy.
Gender Roles & Sensitivities: Traditional in older generations; increasingly egalitarian among youth.
Interpreter/Service Notes: Use polite tone. Clarify emotional and psychological concepts with care.

📘 Culture Entry: Portuguese (Brazilian)
Portuguese (Brazilian)
Region: South America (Brazil) / Global Diaspora
Language(s): Portuguese (Brazilian dialect), Indigenous languages (PGLS Supported: Portuguese – Brazilian)
Overview: Brazilian culture is vibrant, syncretic, and community-driven, shaped by Indigenous, African, and European influences.
Family & Social Structure: Strong family bonds; extended families often live nearby or together.
Communication Style: Warm, expressive, and relational. Physical touch and humor are common.
Etiquette & Customs: Greetings with cheek kisses (varies by region). Punctuality relaxed socially.
Beliefs & Worldview: Catholicism, Protestantism, Afro-Brazilian faiths (e.g., Candomblé, Umbanda) co-exist.
Health & Mental Health Considerations: Increasing openness to therapy. Faith healing and community support still widely valued.
Gender Roles & Sensitivities: Traditional in some regions; progressive in urban centers. Women central to family life.
Interpreter/Service Notes: Clarify regional dialect nuances. Use relational tone. Consider spiritual framing in health conversations.
📘 Culture Entry: Punjabi (Expanded)
Punjabi (Expanded)
Region: South Asia (India – Punjab, Pakistan – Punjab) / Global Diaspora
Language(s): Punjabi (Gurmukhi in India, Shahmukhi in Pakistan), Hindi, Urdu, English (PGLS Supported: Punjabi)
Overview: Punjabi culture is dynamic, expressive, and shaped by agricultural roots, Sufi tradition, and Sikh or Islamic faith.
Family & Social Structure: Extended families common. Respect for elders and family honor central.
Communication Style: Loud, passionate, and direct with family; courteous formality with outsiders.
Etiquette & Customs: Hospitality is a point of pride. Religious greetings (e.g., Sat Sri Akal, As-Salamu Alaikum) observed.
Beliefs & Worldview: Sikhism, Islam, Hinduism co-exist depending on region. Religion strongly guides cultural expression.
Health & Mental Health Considerations: Stigma may be high. Traditional or religious healing sought before clinical care.
Gender Roles & Sensitivities: Patriarchal, though women often powerful in family life. Diaspora shows increasing gender equity.
Interpreter/Service Notes: Clarify country of origin and dialect/script. Gender-matching appreciated. Respect spiritual framing of illness or behavior.

📘 Culture Entry: Romanian",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,cecd9608-960b-42b2-9c19-21d21225b50a,medium,True
Romanian,"Region: Eastern Europe (Romania, Moldova) / Global Diaspora
Language(s): Romanian, Hungarian, Romani, Russian (PGLS Supported: Romanian)
Overview: Romanian identity blends Latin linguistic heritage with Orthodox Christianity, folk traditions, and historical resilience.
Family & Social Structure: Family is central. Parental authority and elder respect are cultural constants.
Communication Style: Formal and reserved at first; expressive with trust.
Etiquette & Customs: Handshakes common; guests offered food/drink immediately.
Beliefs & Worldview: Eastern Orthodox Christianity dominant; superstitions and folk beliefs persist.
Health & Mental Health Considerations: Mental health may carry stigma, particularly in older generations. Folk healing and herbal remedies common.
Gender Roles & Sensitivities: Traditional gender norms remain strong, especially rurally. Urban youth more progressive.
Interpreter/Service Notes: Formal tone recommended initially. Clarify abstract or legal terms gently.

📘 Culture Entry: Russian (Expanded)
Russian (Expanded)
Region: Eastern Europe / Global Diaspora
Language(s): Russian, regional minority languages (PGLS Supported: Russian)
Overview: Russian culture values resilience, intellect, and family. Shaped by Orthodox Christianity, Soviet legacy, and rich literary tradition.
Family & Social Structure: Extended family ties emphasized. Grandparents often co-parent.
Communication Style: Blunt and formal with outsiders; passionate and witty among family.
Etiquette & Customs: Handshakes are firm; superstitions abound (e.g., don’t shake hands across a threshold).
Beliefs & Worldview: Orthodox Christianity dominant; atheism widespread from Soviet era. Superstition still relevant.
Health & Mental Health Considerations: Mental illness may be hidden. Substance use and emotional strain can be common but unspoken.
Gender Roles & Sensitivities: Traditionally male-dominated; evolving in diaspora and urban centers.
Interpreter/Service Notes: Formal address and clear logic respected. Reassure around privacy and stigma.


📘 Culture Entry: Quechua",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,c268d14a-a26a-4343-8622-8d6be116408d,medium,True
Quechua,"Region: Andes (Peru, Bolivia, Ecuador, Colombia) / U.S. Diaspora
Language(s): Quechua (multiple dialects), Spanish (PGLS Supported)
Overview: Quechua people are descendants of the Inca civilization, maintaining agricultural traditions, earth-based spirituality, and indigenous languages.
Family & Social Structure: Extended families, community labor systems (ayni), and cooperative parenting.
Communication Style: Modest and respectful. Avoid interrupting or raising voice.
Etiquette & Customs: Rituals tied to Pachamama (Mother Earth); sharing food is communal custom.
Beliefs & Worldview: Spiritual life tied to mountains, land, and ancestors. Syncretism between Catholicism and Andean beliefs common.
Health & Mental Health Considerations: Traditional medicine often used. Illness may be seen as imbalance with nature or spirits.
Gender Roles & Sensitivities: Collaborative roles in agriculture and family; women may be more reserved in public.
Interpreter/Service Notes: Confirm dialect (Quechua I, II, III). Avoid rushing responses. Respect for oral tradition and ancestral language.

📘 Culture Entry: Rohingya",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,3bcb4532-dd34-467a-b318-1f929bf07a0f,medium,True
Rohingya,"Region: Southeast Asia (Myanmar), Bangladesh refugee camps / Diaspora
Language(s): Rohingya, Chittagonian, Bengali, Burmese (PGLS Supported: Rohingya)
Overview: A stateless Muslim minority from Myanmar, the Rohingya face persecution and mass displacement. Culture is shaped by resilience, religious observance, and trauma.
Family & Social Structure: Large family units often led by men. Strong interdependence among extended kin.
Communication Style: Reserved and deferential with outsiders; expressive among family.
Etiquette & Customs: Gender separation is common. Religious etiquette is critical (modesty, greetings, food).
Beliefs & Worldview: Islam is central. Religious leaders often advise on life matters.
Health & Mental Health Considerations: High trauma exposure. Mental health may be expressed through physical symptoms. Access and trust are major barriers.
Gender Roles & Sensitivities: Women may avoid speaking in public or to male strangers.
Interpreter/Service Notes: Gender-matching crucial. Introduce confidentiality and safety protocols clearly. Use trauma-informed approach.
📘 Culture Entry: Russian",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,579ebae6-236a-4328-8cc0-0c6abbe9ef50,medium,True
Russian,"Region: Eastern Europe / Global Diaspora
Language(s): Russian (PGLS Supported), regional minority languages
Overview: Russian culture emphasizes resilience, collectivism, intellectual achievement, and a deep literary and philosophical tradition.
Family & Social Structure: Multi-generational households common. Elder respect is expected; parental authority strong.
Communication Style: Direct and formal with outsiders; informal and expressive with family.
Etiquette & Customs: Formal address is important. Shoes removed in the home. Hospitality is a point of pride.
Beliefs & Worldview: Orthodox Christianity is predominant; atheism common due to Soviet history. Superstition and folk beliefs may persist.
Health & Mental Health Considerations: Some skepticism of Western health systems. Mental health stigma still common in older generations.
Gender Roles & Sensitivities: Gender roles traditionally defined; evolving with younger generations and urban contexts.
Interpreter/Service Notes: Maintain formality in tone. Clarify technical/legal terms. Use respectful titles (Mr./Mrs. + patronymic when known).

📘 Culture Entry: Samoan",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,c0ecaade-07c5-46e7-a2a7-f1e4b8337fec,medium,True
Samoan,"Region: Polynesia (Samoa, American Samoa) / U.S., New Zealand, Australia
Language(s): Samoan, English (PGLS Supported)
Overview: Samoan culture is rooted in fa’a Samoa — the Samoan way — which values community, respect, spirituality, and tradition.
Family & Social Structure: Extended families led by chiefs (matai). Community and church life are central.
Communication Style: Polite, deferential to hierarchy. Humor used with peers; formal language with elders.
Etiquette & Customs: Modest dress expected. Avoid direct confrontation. Elders and religious leaders are shown deference.
Beliefs & Worldview: Christianity is deeply embedded in daily life. Spirituality and respect guide behavior.
Health & Mental Health Considerations: Mental illness may be viewed as shameful or taboo. Preference for spiritual support over clinical care may arise.
Gender Roles & Sensitivities: Gender roles defined but flexible. Fa’afafine (third gender) is culturally recognized.
Interpreter/Service Notes: Gender match may be preferred. Use warm tone and clarify purpose. Be aware of status cues and honorifics.
📘 Culture Entry: Serbian",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,66eba98f-2f49-4b33-81db-7ea5344f2e0d,medium,True
Serbian,"Region: Balkans (Serbia, Bosnia, Montenegro) / Global Diaspora
Language(s): Serbian (Cyrillic & Latin scripts), Bosnian, Croatian (PGLS Supported: Serbian)
Overview: Serbian culture is rooted in Orthodox Christianity, Slavic traditions, and national pride shaped by a history of conflict and resilience.
Family & Social Structure: Patriarchal family systems. Elders have authority; hospitality to guests is obligatory.
Communication Style: Direct and expressive. Emotions conveyed openly in trusted settings.
Etiquette & Customs: Greeting with handshake or cheek kiss (close relations). Celebrations often revolve around food and music.
Beliefs & Worldview: Serbian Orthodox Church central to identity. Patron saint celebrations (Slava) are family cornerstones.
Health & Mental Health Considerations: Mental illness may be minimized or viewed as private. Generational trauma present.
Gender Roles & Sensitivities: Traditional roles often emphasized; shifting among diaspora youth.
Interpreter/Service Notes: Respect religious references. Use clear explanations for emotional or procedural topics. Avoid political generalizations.

📘 Culture Entry: Somali",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,5f1d97fc-5fc8-476e-8bc7-9322ffbe40ca,medium,True
Somali,"Region: East Africa (Somalia, Somaliland) / Global Diaspora (U.S., U.K., Scandinavia)
Language(s): Somali, Arabic, English (PGLS Supported: Somali)
Overview: Somali identity is clan-based, shaped by Islamic tradition, oral history, and displacement due to prolonged conflict.
Family & Social Structure: Extended, patriarchal families. Clan loyalty is primary identity.
Communication Style: Poetic, assertive, and indirect when discussing sensitive topics. Elders command social authority.
Etiquette & Customs: Hospitality is essential. Right hand used for greetings and eating. Gender separation observed.
Beliefs & Worldview: Islam (Sunni) is central. Faith leaders hold high community status.
Health & Mental Health Considerations: Mental illness often spiritualized or denied. Trauma may be widespread but unspoken.
Gender Roles & Sensitivities: Strongly gendered roles. Women may not engage publicly with male providers.
Interpreter/Service Notes: Gender match essential. Build trust. Allow time and space to avoid perceived pressure.

📘 Culture Entry: Spanish (Caribbean)
Spanish (Caribbean)
Region: Caribbean (Puerto Rico, Dominican Republic, Cuba) / U.S. Diaspora
Language(s): Spanish (Caribbean dialects), English (PGLS Supported)
Overview: Caribbean Spanish-speaking cultures are shaped by African, Spanish, and Indigenous heritage. Music, faith, and family are core values.
Family & Social Structure: Extended families with matriarchal influence in many homes. Family loyalty emphasized.
Communication Style: Energetic, expressive, and relational. Humor and storytelling are key.
Etiquette & Customs: Warm greetings (handshake, hug, or kiss). Respect for elders and spiritual leaders.
Beliefs & Worldview: Catholicism dominant; Santería and other syncretic faiths exist. Religion often cultural more than doctrinal.
Health & Mental Health Considerations: Mental illness may be framed spiritually or familial. Support often comes from within the community.
Gender Roles & Sensitivities: Traditional norms like machismo and marianismo may influence expectations.
Interpreter/Service Notes: Clarify country of origin. Be mindful of idioms and emotional expressiveness.


📘 Culture Entry: Spanish (Latino/Hispanic American context)
Spanish (Latino/Hispanic American)
Region: Latin America, Caribbean, U.S. Diaspora
Language(s): Spanish (various dialects), Indigenous languages (see region-specific profiles), English (PGLS Supported)
Overview: Encompasses diverse heritages across Latin America and the Caribbean, with shared linguistic and colonial history, but distinct regional practices.
Family & Social Structure: Extended family bonds are strong. Respect for elders and parents central.
Communication Style: Warm, expressive, high-context. Emotional intensity is culturally appropriate.
Etiquette & Customs: Greetings include hugs or cheek kisses (varies). Hospitality and courtesy expected.
Beliefs & Worldview: Catholicism predominant, often blended with local traditions. Religion plays a key social role.
Health & Mental Health Considerations: Mental illness may be hidden or spiritualized. Curanderos or religious figures may be consulted.
Gender Roles & Sensitivities: Machismo and Marianismo may influence identity, but roles vary by generation and country.
Interpreter/Service Notes: Clarify dialect/country of origin. Be mindful of cultural pride and idiomatic language.
📘 Culture Entry: Sudanese",PGLS Global Culture Guide v1bw62726.docx,20250630_022042,85f96627-7846-4d2c-9456-c9dcbaf1f406,medium,True
